"","date","temp","dew_pt","hum","wind_spd","wind_gust","dir","vis","pressure","wind_chill","heat_index","precip","precip_rate","precip_total","cond","fog","rain","snow","hail","thunder","tornado"
"528",2018-03-09 05:30:00,73,71,92,3.5,NA,"NNW",1,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"529",2018-03-09 08:30:00,77,74,89,2.3,NA,"NNW",1,29.94,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"530",2018-03-09 11:30:00,87,75,60,2.3,NA,"East",2,29.91,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"531",2018-03-09 14:30:00,86,73,57,2.3,NA,"South",2,29.82,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"532",2018-03-09 17:30:00,82,75,73,4.6,NA,"South",2,29.82,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"533",2018-03-09 20:30:00,81,74,72,9.2,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"534",2018-03-09 23:30:00,81,75,78,11.5,NA,"South",2,29.91,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"535",2018-03-10 02:30:00,79,76,86,6.9,NA,"South",1,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"536",2018-03-10 05:30:00,74,72,91,0,NA,"",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"537",2018-03-10 08:30:00,77,72,79,6.9,NA,"NW",2,29.92,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"538",2018-03-10 11:30:00,91,70,41,4.6,NA,"North",2,29.91,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"539",2018-03-10 14:30:00,92,79,58,3.5,NA,"East",2,29.82,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"540",2018-03-10 17:30:00,84,76,72,4.6,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"541",2018-03-10 20:30:00,81,74,75,4.6,NA,"South",2,29.88,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"542",2018-03-10 23:30:00,79,75,83,4.6,NA,"South",2,29.89,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"543",2018-03-11 02:30:00,77,74,88,0,NA,"",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"544",2018-03-11 05:30:00,77,74,89,0,NA,"",1,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"545",2018-03-11 08:30:00,77,72,79,2.3,NA,"NW",2,29.93,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"546",2018-03-11 11:30:00,86,73,57,2.3,NA,"South",2,29.93,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"547",2018-03-11 14:30:00,88,72,50,5.8,NA,"South",2,29.84,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"548",2018-03-11 17:30:00,83,76,75,4.6,NA,"South",2,29.84,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"549",2018-03-11 20:30:00,81,75,77,6.9,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"550",2018-03-11 23:30:00,81,76,82,9.2,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"551",2018-03-12 02:30:00,79,76,88,4.6,NA,"South",1,29.87,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"552",2018-03-12 05:30:00,78,75,87,4.6,NA,"SSW",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"553",2018-03-12 08:30:00,79,72,74,4.6,NA,"SSW",2,29.93,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"554",2018-03-12 11:30:00,83,78,82,9.2,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"555",2018-03-12 14:30:00,85,79,77,9.2,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"556",2018-03-12 17:30:00,82,78,83,9.2,NA,"South",2,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"557",2018-03-12 20:30:00,81,76,80,13.8,NA,"SSW",2,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"558",2018-03-12 23:30:00,80,74,79,11.5,NA,"SSW",2,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"559",2018-03-13 02:30:00,79,74,80,6.9,NA,"SSW",1,29.85,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"560",2018-03-13 05:30:00,79,76,87,10.4,NA,"SSW",1,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"561",2018-03-13 08:30:00,80,70,63,4.6,NA,"SSW",2,29.92,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"562",2018-03-13 11:30:00,86,76,65,4.6,NA,"South",2,29.88,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"563",2018-03-13 14:30:00,89,74,54,4.6,NA,"South",2,29.77,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"564",2018-03-13 17:30:00,84,74,64,4.6,NA,"South",2,29.75,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"565",2018-03-13 20:30:00,82,73,67,3.5,NA,"SSW",2,29.84,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"566",2018-03-13 23:30:00,81,70,62,6.9,NA,"SSW",2,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"567",2018-03-14 02:30:00,80,71,67,3.5,NA,"SSW",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"568",2018-03-14 05:30:00,74,65,67,0,NA,"",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"569",2018-03-14 08:30:00,78,68,65,0,NA,"",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"570",2018-03-14 11:30:00,90,74,51,2.3,NA,"ENE",2,29.84,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"571",2018-03-14 14:30:00,90,74,51,9.2,NA,"South",2,29.75,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"572",2018-03-14 17:30:00,84,72,61,13.8,NA,"SSW",2,29.74,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"573",2018-03-14 20:30:00,81,75,78,13.8,NA,"South",2,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"574",2018-03-14 23:30:00,79,74,81,11.5,NA,"South",2,29.82,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"575",2018-03-15 02:30:00,78,74,84,9.2,NA,"SW",1,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"576",2018-03-15 05:30:00,74,66,68,4.6,NA,"SW",1,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"577",2018-03-15 08:30:00,78,71,72,4.6,NA,"South",1,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"578",2018-03-15 11:30:00,84,78,76,6.9,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"579",2018-03-15 14:30:00,84,79,80,13.8,NA,"SSW",2,29.71,NA,NA,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"580",2018-03-15 17:30:00,82,78,83,13.8,NA,"SSW",2,29.72,NA,NA,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"581",2018-03-15 20:30:00,81,78,88,13.8,NA,"SSW",2,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"582",2018-03-15 23:30:00,80,78,91,13.8,NA,"SSW",1,29.79,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"583",2018-03-16 02:30:00,79,77,91,9.2,NA,"SSW",1,29.75,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"584",2018-03-16 05:30:00,78,76,93,4.6,NA,"SSW",1,29.76,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"585",2018-03-16 08:30:00,80,75,81,0,NA,"",1,29.85,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"586",2018-03-16 11:30:00,90,65,34,4.6,NA,"North",2,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"587",2018-03-16 14:30:00,90,76,57,4.6,NA,"East",2,29.77,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"588",2018-03-16 17:30:00,85,71,55,0,NA,"",2,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"589",2018-03-16 20:30:00,81,70,61,6.9,NA,"NNW",2,29.87,NA,NA,NA,NA,NA,"Light Drizzle",0,1,0,0,0,0
"590",2018-03-16 23:30:00,77,68,67,6.9,NA,"NNW",1,29.89,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"591",2018-03-17 02:30:00,75,68,72,6.9,NA,"NNW",1,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"592",2018-03-17 05:30:00,73,69,83,0,NA,"",1,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"593",2018-03-17 08:30:00,76,70,78,4.6,NA,"North",1,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"594",2018-03-17 11:30:00,88,75,57,4.6,NA,"ESE",2,29.91,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"595",2018-03-17 17:30:00,82,73,68,5.8,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"596",2018-03-17 20:30:00,81,75,78,4.6,NA,"SSW",2,29.85,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"597",2018-03-17 23:30:00,79,74,82,4.6,NA,"SW",2,29.85,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"598",2018-03-18 02:30:00,77,74,89,2.3,NA,"SW",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"599",2018-03-18 05:30:00,75,68,72,0,NA,"",1,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"600",2018-03-18 08:30:00,80,73,73,3.5,NA,"North",1,29.92,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"601",2018-03-18 11:30:00,86,74,61,4.6,NA,"South",2,29.89,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"602",2018-03-18 14:30:00,87,79,71,13.8,NA,"South",2,29.83,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"603",2018-03-18 17:30:00,82,78,83,11.5,NA,"South",2,29.83,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"604",2018-03-18 20:30:00,81,79,92,11.5,NA,"South",2,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"605",2018-03-18 23:30:00,80,78,93,9.2,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"606",2018-03-19 02:30:00,78,77,97,6.9,NA,"SW",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"607",2018-03-19 05:30:00,74,74,100,0,NA,"",1,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"608",2018-03-19 08:30:00,80,76,85,0,NA,"",1,29.96,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"609",2018-03-19 11:30:00,85,76,68,4.6,NA,"South",2,29.95,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"610",2018-03-19 14:30:00,88,80,72,9.2,NA,"South",2,29.86,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"611",2018-03-19 17:30:00,84,79,80,6.9,NA,"South",2,29.84,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"612",2018-03-19 20:30:00,82,79,89,4.6,NA,"South",2,29.9,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"613",2018-03-19 23:30:00,79,76,89,6.9,NA,"SW",2,29.9,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"614",2018-03-20 02:30:00,77,74,90,3.5,NA,"WSW",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"615",2018-03-20 05:30:00,76,73,86,4.6,NA,"SW",1,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"616",2018-03-20 08:30:00,80,74,77,0,NA,"",1,29.91,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"617",2018-03-20 11:30:00,86,74,60,2.3,NA,"South",2,29.87,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"618",2018-03-20 14:30:00,88,78,65,4.6,NA,"South",2,29.77,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"619",2018-03-20 17:30:00,84,80,86,6.9,NA,"South",2,29.75,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"620",2018-03-20 20:30:00,82,78,86,9.2,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"621",2018-03-20 23:30:00,80,77,86,9.2,NA,"SSW",1,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"622",2018-03-21 02:30:00,78,75,89,4.6,NA,"SSW",1,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"623",2018-03-21 05:30:00,75,70,81,0,NA,"",1,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"624",2018-03-21 08:30:00,80,74,78,2.3,NA,"South",2,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"625",2018-03-21 11:30:00,86,79,73,4.6,NA,"South",2,29.83,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"626",2018-03-21 14:30:00,86,79,75,5.8,NA,"South",2,29.73,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"627",2018-03-21 17:30:00,83,79,83,6.9,NA,"South",2,29.73,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"628",2018-03-21 20:30:00,82,79,87,9.2,NA,"South",2,29.79,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"629",2018-03-21 23:30:00,81,79,90,9.2,NA,"SSW",2,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"630",2018-03-22 02:30:00,79,77,90,4.6,NA,"SSW",1,29.75,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"631",2018-03-22 05:30:00,78,76,91,0,NA,"",1,29.74,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"632",2018-03-22 08:30:00,79,78,94,0,NA,"",2,29.79,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"633",2018-03-22 11:30:00,85,78,75,2.3,NA,"South",2,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"634",2018-03-22 14:30:00,86,81,82,9.2,NA,"South",2,29.68,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"635",2018-03-22 17:30:00,82,79,87,11.5,NA,"South",1,29.68,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"636",2018-03-22 20:30:00,82,80,93,9.2,NA,"South",1,29.73,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"637",2018-03-22 23:30:00,81,80,97,6.9,NA,"South",1,29.74,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"638",2018-03-23 02:30:00,81,80,96,4.6,NA,"South",1,29.71,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"639",2018-03-23 05:30:00,79,79,98,4.6,NA,"SSW",1,29.73,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"640",2018-03-23 08:30:00,82,78,85,0,NA,"",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"641",2018-03-23 11:30:00,86,80,76,2.3,NA,"SE",2,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"642",2018-03-23 14:30:00,86,81,81,4.6,NA,"South",2,29.7,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"643",2018-03-23 17:30:00,83,81,91,6.9,NA,"South",2,29.71,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"644",2018-03-23 20:30:00,82,80,93,6.9,NA,"SW",2,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"645",2018-03-23 23:30:00,81,80,97,6.9,NA,"SSW",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"646",2018-03-24 02:30:00,81,79,92,5.8,NA,"SSW",1,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"647",2018-03-24 05:30:00,80,78,93,2.3,NA,"North",1,29.82,NA,NA,NA,NA,NA,"Mist",0,0,0,0,0,0
"648",2018-03-24 08:30:00,81,78,90,2.3,NA,"SW",1,29.89,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"649",2018-03-24 11:30:00,86,81,81,4.6,NA,"South",2,29.87,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"650",2018-03-24 14:30:00,86,82,83,4.6,NA,"South",2,29.78,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"651",2018-03-24 17:30:00,83,81,92,6.9,NA,"South",2,29.79,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"652",2018-03-24 20:30:00,82,80,90,6.9,NA,"SSW",1,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"653",2018-03-24 23:30:00,81,78,88,4.6,NA,"SSW",1,29.89,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"654",2018-03-25 02:30:00,80,77,88,4.6,NA,"SSW",1,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"655",2018-03-25 05:30:00,78,76,91,0,NA,"",1,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"656",2018-03-25 08:30:00,82,80,92,4.6,NA,"SW",1,29.94,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"657",2018-03-25 11:30:00,86,80,79,6.9,NA,"South",2,29.93,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"658",2018-03-25 14:30:00,86,80,76,6.9,NA,"South",2,29.85,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"659",2018-03-25 17:30:00,83,79,85,6.9,NA,"South",2,29.86,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"660",2018-03-25 20:30:00,82,80,90,5.8,NA,"SSW",2,29.93,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"661",2018-03-25 23:30:00,81,79,90,5.8,NA,"SSW",2,29.94,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"662",2018-03-26 02:30:00,80,77,88,4.6,NA,"SSW",1,29.91,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"663",2018-03-26 05:30:00,79,76,89,5.8,NA,"SSW",1,29.87,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"664",2018-03-26 08:30:00,82,78,83,9.2,NA,"SW",2,29.94,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"665",2018-03-26 11:30:00,86,80,76,9.2,NA,"SSW",2,29.91,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"666",2018-03-26 14:30:00,87,81,79,13.8,NA,"SSW",2,29.81,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"667",2018-03-26 17:30:00,83,78,82,13.8,NA,"SSW",2,29.8,NA,NA,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"668",2018-03-26 20:30:00,82,79,89,13.8,NA,"South",2,29.84,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"669",2018-03-26 23:30:00,81,79,92,13.8,NA,"South",1,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"670",2018-03-27 02:30:00,80,78,90,11.5,NA,"SW",1,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"671",2018-03-27 05:30:00,78,76,94,4.6,NA,"SW",1,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"672",2018-03-27 08:30:00,81,78,87,6.9,NA,"South",2,29.88,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"673",2018-03-27 11:30:00,85,79,77,9.2,NA,"South",2,29.86,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"674",2018-03-27 14:30:00,86,81,81,13.8,NA,"South",2,29.76,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"675",2018-03-27 17:30:00,83,79,85,11.5,NA,"SSW",2,29.74,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"676",2018-03-27 20:30:00,81,78,87,11.5,NA,"South",2,29.8,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"677",2018-03-27 23:30:00,80,78,93,12.7,NA,"SSW",2,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"678",2018-03-28 02:30:00,79,77,92,9.2,NA,"SSW",1,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"679",2018-03-28 05:30:00,75,73,92,0,NA,"",1,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"680",2018-03-28 08:30:00,79,75,83,4.6,NA,"South",2,29.85,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"681",2018-03-28 11:30:00,85,79,77,6.9,NA,"South",2,29.83,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"682",2018-03-28 14:30:00,86,80,77,13.8,NA,"South",2,29.73,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"683",2018-03-28 17:30:00,82,79,89,13.8,NA,"South",2,29.71,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"684",2018-03-28 20:30:00,81,78,88,11.5,NA,"South",2,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"685",2018-03-28 23:30:00,80,77,89,13.8,NA,"SSW",1,29.79,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"686",2018-03-29 02:30:00,79,76,88,6.9,NA,"SSW",1,29.76,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"687",2018-03-29 05:30:00,78,76,91,6.9,NA,"SSW",2,29.76,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"688",2018-03-29 08:30:00,82,79,87,9.2,NA,"South",1,29.82,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"689",2018-03-29 11:30:00,86,79,73,11.5,NA,"South",2,29.81,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"690",2018-03-29 14:30:00,85,79,77,13.8,NA,"SSW",2,29.7,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"691",2018-03-29 17:30:00,82,80,91,12.7,NA,"SSW",2,29.7,NA,NA,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"692",2018-03-29 20:30:00,81,79,92,12.7,NA,"SSW",2,29.77,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"693",2018-03-29 23:30:00,81,79,90,9.2,NA,"SSW",2,29.76,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"694",2018-03-30 02:30:00,80,78,91,6.9,NA,"SSW",1,29.73,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"695",2018-03-30 05:30:00,80,78,93,9.2,NA,"SSW",1,29.75,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"696",2018-03-30 08:30:00,82,80,91,11.5,NA,"SSW",1,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"697",2018-03-30 11:30:00,85,79,77,11.5,NA,"SSW",2,29.8,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"698",2018-03-30 14:30:00,85,80,82,13.8,NA,"SSW",2,29.71,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"699",2018-03-30 17:30:00,82,78,84,13.8,NA,"SSW",2,29.69,NA,NA,NA,NA,NA,"Thunderstorm",0,0,0,0,1,0
"700",2018-03-30 20:30:00,81,80,94,13.8,NA,"SSW",2,29.75,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"701",2018-03-30 23:30:00,81,80,94,13.8,NA,"SSW",2,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"702",2018-03-31 02:30:00,80,79,95,11.5,NA,"SW",1,29.74,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"703",2018-03-31 05:30:00,80,79,96,11.5,NA,"SW",1,29.73,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"704",2018-03-31 08:30:00,82,78,83,9.2,NA,"SSW",1,29.79,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"705",2018-03-31 11:30:00,85,80,79,13.8,NA,"SSW",2,29.77,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"706",2018-03-31 14:30:00,84,79,81,16.1,NA,"SSW",2,29.7,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"707",2018-03-31 17:30:00,81,79,91,16.1,NA,"SSW",2,29.7,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"708",2018-03-31 20:30:00,81,79,91,11.5,NA,"South",1,29.77,NA,NA,NA,NA,NA,"Light Thunderstorm",0,0,0,0,1,0
"709",2018-03-31 23:30:00,79,74,79,16.1,NA,"SW",1,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"710",2018-04-01 02:30:00,77,72,79,9.2,NA,"SW",1,29.78,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"711",2018-04-01 05:30:00,77,74,89,0,NA,"",1,29.75,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"712",2018-04-01 08:30:00,81,76,82,2.3,NA,"South",2,29.83,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"713",2018-04-01 11:30:00,86,77,68,4.6,NA,"South",2,29.84,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"714",2018-04-01 14:30:00,86,80,78,11.5,NA,"South",2,29.73,NA,NA,NA,NA,NA,"",0,0,0,0,0,0
"715",2018-04-01 17:30:00,83,76,74,13.8,NA,"South",2,29.67,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"716",2018-04-01 20:30:00,81,78,87,11.5,NA,"SSW",2,29.81,NA,NA,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"717",2018-04-01 23:30:00,74,67,73,16.1,NA,"NNW",1,29.98,NA,NA,NA,NA,NA,"Thunderstorms and Rain",0,1,0,0,1,0
"718",2018-04-02 02:30:00,73,69,83,0,NA,"",1,29.87,NA,NA,NA,NA,NA,"Overcast",0,0,0,0,0,0
"719",2018-04-02 05:30:00,77,69,69,6.9,NA,"SW",1,29.81,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"720",2018-04-02 08:30:00,78,69,68,4.6,NA,"North",2,29.84,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
"721",2018-04-02 11:30:00,89,74,54,4.6,NA,"ESE",2,29.85,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"722",2018-04-02 14:30:00,93,74,46,2.3,NA,"East",2,29.81,NA,NA,NA,NA,NA,"Clear",0,0,0,0,0,0
"723",2018-04-02 23:30:00,81,77,84,4.6,NA,"South",2,29.87,NA,NA,NA,NA,NA,"Haze",0,0,0,0,0,0
